ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Monterosso Almo,92005940884,PagoPA SpA,15376371009
Comune di Monterosso Almo,92005940884,eRemind srl – PMPAY,11311050964
Comune di Monterosso Almo,92005940884,Archidata srl,09613270157
Comune di Monterosso Calabro,00363920794,PagoPA SpA,15376371009
Comune di Monterosso Calabro,00363920794,APKAPPA S.R.L.,08543640158
Comune di Monterosso Grana,80004770048,Siscom SPA,01778000040
Comune di Monterosso Grana,80004770048,PagoPA SpA,15376371009
Comune di Monterotondo,80140110588,PagoPA SpA,15376371009
Comune di Monterotondo,80140110588,Maggioli SPA,06188330150
Comune di Monterotondo,80140110588,Advanced Systems S.p.A.,03383350638
Comune di Monterotondo,80140110588,ANDREANI TRIBUTI srl,01412920439
Comune di Monterotondo,80140110588,APKAPPA S.R.L.,08543640158
Comune di Monterotondo Marittimo,81000870535,Regione Toscana,01386030488
Comune di Monterotondo Marittimo,81000870535,PagoPA SpA,15376371009
Comune di Monterubbiano,00357030444,PagoPA SpA,15376371009
Comune di Monterubbiano,00357030444,Regione Marche,80008630420
Comune di Monterubbiano,00357030444,eRemind srl – PMPAY,11311050964
Comune di Monterubbiano,00357030444,E-Fil S.r.l.,03789750100
Comune di Montesano Salentino,81003510757,PagoPA SpA,15376371009
Comune di Montesano Salentino,81003510757,Regione Puglia,80017210727
Comune di Montesano Salentino,81003510757,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Montesano Salentino,81003510757,CREDEMTEL SpA,01378570350
Comune di Montesano Salentino,81003510757,ITALSET SRL,03890260759
Comune di Montesano sulla Marcellana,83002290654,PagoPA SpA,15376371009
Comune di Montesano sulla Marcellana,83002290654,Maggioli SPA,06188330150
Comune di Montesarchio,80000980625,PagoPA SpA,15376371009
Comune di Montesarchio,80000980625,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Montesarchio,80000980625,Dedagroup Public Services S.R.L.,01727860221
Comune di Montesarchio,80000980625,Maggioli SPA,06188330150
Comune di Montescaglioso,80001380775,Publisys SPA,00975860768
Comune di Montescaglioso,80001380775,PagoPA SpA,15376371009
Comune di Montescaglioso,80001380775,Regione Basilicata,80002950766
Comune di Montescaglioso,80001380775,APKAPPA S.R.L.,08543640158
Comune di Montescano,84000670186,PagoPA SpA,15376371009
Comune di Montescano,84000670186,Regione Lombardia,80050050154
Comune di Montescano,84000670186,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Montescheno,83001910039,Siscom SPA,01778000040
Comune di Montescheno,83001910039,PagoPA SpA,15376371009
Comune di Montescudaio,83002110506,Regione Toscana,01386030488
Comune di Montescudaio,83002110506,PagoPA SpA,15376371009
Comune di Montescudaio,83002110506,Maggioli SPA,06188330150
Comune di Montescudo - Monte Colombo,91158830405,PagoPA SpA,15376371009
Comune di Montescudo - Monte Colombo,91158830405,Lepida Spa,02770891204
Comune di Montescudo - Monte Colombo,91158830405,Maggioli SPA,06188330150
Comune di Montese,00273460360,PagoPA SpA,15376371009
Comune di Montese,00273460360,Lepida Spa,02770891204
Comune di Montese,00273460360,CREDEMTEL SpA,01378570350
Comune di Montese,00273460360,E-Fil S.r.l.,03789750100
Comune di Montese,00273460360,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Montesegale,00485460182,PagoPA SpA,15376371009
Comune di Montesegale,00485460182,Regione Lombardia,80050050154
Comune di Montesilvano,00193460680,PagoPA SpA,15376371009
Comune di Montesilvano,00193460680,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Comune di Montesilvano,00193460680,Progetti e Soluzioni SPA,06423240727
Comune di Montesilvano,00193460680,ANDREANI TRIBUTI srl,01412920439
Comune di Montespertoli,01175300480,PagoPA SpA,15376371009
Comune di Montespertoli,01175300480,Maggioli SPA,06188330150
Comune di Montespertoli,01175300480,Novares Spa,12105121003
Comune di Montespertoli,01175300480,Advanced Systems S.p.A.,03383350638
Comune di Montespertoli,01175300480,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Montespertoli,01175300480,Regione Toscana,01386030488
Comune di Montespertoli,01175300480,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Montespertoli,01175300480,Next Step Solution,02554480349
Comune di Monteu da Po,82501830010,Siscom SPA,01778000040
Comune di Monteu da Po,82501830010,PagoPA SpA,15376371009
Comune di Monteu da Po,82501830010,Etruria p.a. S.r.l.,05883740481
Comune di Monteu Roero,81000510040,Siscom SPA,01778000040
Comune di Monteu Roero,81000510040,PagoPA SpA,15376371009
Comune di Monteu Roero,81000510040,ASSIST SPA,10596000017
Comune di Montevago,92006330846,PagoPA SpA,15376371009
Comune di Montevago,92006330846,Si.Form Consulting srl,03943960827
Comune di Montevago,92006330846,Archidata srl,09613270157
Comune di Montevarchi,00177290517,Regione Toscana,01386030488
Comune di Montevarchi,00177290517,PagoPA SpA,15376371009
Comune di Montevarchi,00177290517,P.A. Digitale spa,06628860964
Comune di Montevarchi,00177290517,Maggioli SPA,06188330150
Comune di Montevecchia,85001450130,PagoPA SpA,15376371009
Comune di Montevecchia,85001450130,Regione Lombardia,80050050154
Comune di Montevecchia,85001450130,Maggioli SPA,06188330150
Comune di Monteverde,82001670643,CREDEMTEL SpA,01378570350
Comune di Monteverdi Marittimo,00187490503,Regione Toscana,01386030488
Comune di Monteverdi Marittimo,00187490503,PagoPA SpA,15376371009
Comune di Monteverdi Marittimo,00187490503,Maggioli SPA,06188330150
Comune di Monteviale,00218540243,PagoPA SpA,15376371009
Comune di Monteviale,00218540243,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Monteviale,00218540243,Regione del Veneto,80007580279
Comune di Montezemolo,00474720042,Regione Piemonte,80087670016
Comune di Montezemolo,00474720042,PagoPA SpA,15376371009
Comune di Monti,00060850906,PagoPA SpA,15376371009
Comune di Monti,00060850906,Regione Autonoma della Sardegna,80002870923
Comune di Monti,00060850906,APKAPPA S.R.L.,08543640158
Comune di Monti,00060850906,ANDREANI TRIBUTI srl,01412920439
Comune di Montiano,81000990408,PagoPA SpA,15376371009
Comune di Montiano,81000990408,Lepida Spa,02770891204
Comune di Montiano,81000990408,Maggioli SPA,06188330150
Comune di Montiano,81000990408,Advanced Systems S.p.A.,03383350638
Comune di Montiano,81000990408,E-Fil S.r.l.,03789750100
Comune di Monticelli Brusati,00841590177,PagoPA SpA,15376371009
Comune di Monticelli Brusati,00841590177,Regione Lombardia,80050050154
Comune di Monticelli Brusati,00841590177,Maggioli SPA,06188330150
Comune di Monticelli d'Ongina,00182220335,PagoPA SpA,15376371009
Comune di Monticelli d'Ongina,00182220335,Lepida Spa,02770891204
Comune di Monticelli d'Ongina,00182220335,E-Fil S.r.l.,03789750100
Comune di Monticelli Pavese,00470500182,PagoPA SpA,15376371009
Comune di Monticelli Pavese,00470500182,Regione Lombardia,80050050154
Comune di Monticelli Pavese,00470500182,Advanced Systems S.p.A.,03383350638
Comune di Monticelli Pavese,00470500182,CREDEMTEL SpA,01378570350
Comune di Monticelli Pavese,00470500182,E-Fil S.r.l.,03789750100
Comune di Monticello Brianza,85001990135,PagoPA SpA,15376371009
Comune di Monticello Brianza,85001990135,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Monticello Brianza,85001990135,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Monticello Brianza,85001990135,Maggioli SPA,06188330150
Comune di Monticello Conte Otto,00522580240,PagoPA SpA,15376371009
Comune di Monticello Conte Otto,00522580240,Abaco Spa,02391510266
Comune di Monticello Conte Otto,00522580240,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Monticello Conte Otto,00522580240,Regione del Veneto,80007580279
Comune di Monticello D'Alba,00485040042,Siscom SPA,01778000040
Comune di Monticello D'Alba,00485040042,PagoPA SpA,15376371009
Comune di Monticello D'Alba,00485040042,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Montichiari,00645400177,PagoPA SpA,15376371009
Comune di Montichiari,00645400177,Novares Spa,12105121003
Comune di Montichiari,00645400177,Maggioli SPA,06188330150
Comune di Montichiari,00645400177,Advanced Systems S.p.A.,03383350638
Comune di Monticiano,00227480522,PagoPA SpA,15376371009
Comune di Monticiano,00227480522,Dedagroup Public Services S.R.L.,01727860221
Comune di Montieri,81000670539,Regione Toscana,01386030488
Comune di Montieri,81000670539,PagoPA SpA,15376371009
Comune di Montiglio Monferrato,01209800059,Siscom SPA,01778000040
Comune di Montiglio Monferrato,01209800059,PagoPA SpA,15376371009
Comune di Montignoso,00100290451,Etruria p.a. S.r.l.,05883740481
Comune di Montignoso,00100290451,PagoPA SpA,15376371009
Comune di Montignoso,00100290451,Maggioli SPA,06188330150
Comune di Montignoso,00100290451,Optimia Srls,10893490960
Comune di Montignoso,00100290451,ASSIST SPA,10596000017
Comune di Montignoso,00100290451,Regione Toscana,01386030488
Comune di Montirone,80012470177,PagoPA SpA,15376371009
Comune di Montirone,80012470177,Regione Lombardia,80050050154
Comune di Montirone,80012470177,Maggioli SPA,06188330150
Comune di Montjovet,00110350071,PagoPA SpA,15376371009
Comune di Montjovet,00110350071,Regione Autonoma Valle D'Aosta,80002270074
Comune di Montjovet,00110350071,APKAPPA S.R.L.,08543640158
Comune di Montodine,00304960198,Consorzio I.T. Srl,01321400192
Comune di Montodine,00304960198,PagoPA SpA,15376371009
Comune di Montodine,00304960198,Etruria p.a. S.r.l.,05883740481
Comune di Montodine,00304960198,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Montodine,00304960198,San Marco SPA,04142440728
Comune di Montodine,00304960198,Sintax s.r.l.,02177970783
Comune di Montoggio,80007310107,PagoPA SpA,15376371009
Comune di Montoggio,80007310107,APKAPPA S.R.L.,08543640158
Comune di Montone,81000430546,Regione Umbria,80000130544
Comune di Montone,81000430546,PagoPA SpA,15376371009
Comune di Montone,81000430546,E-Fil S.r.l.,03789750100
Comune di Montopoli di Sabina,00094140571,PagoPA SpA,15376371009
Comune di Montopoli di Sabina,00094140571,Poste Italiane S.P.A.,97103880585
Comune di Montopoli In Val D'Arno,82000270502,Regione Toscana,01386030488
Comune di Montopoli In Val D'Arno,82000270502,PagoPA SpA,15376371009
Comune di Montopoli In Val D'Arno,82000270502,Progetti e Soluzioni SPA,06423240727
Comune di Montorfano,00526050133,PagoPA SpA,15376371009
Comune di Montorfano,00526050133,Regione Lombardia,80050050154
Comune di Montorfano,00526050133,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Montorfano,00526050133,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Montorio Al Vomano,80002070672,PagoPA SpA,15376371009
Comune di Montorio Al Vomano,80002070672,Maggioli SPA,06188330150
Comune di Montorio Al Vomano,80002070672,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Montorio Al Vomano,80002070672,Noviservice srl,02789990922
Comune di Montorio Al Vomano,80002070672,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Montorio Al Vomano,80002070672,ANCITEL,07196850585
Comune di Montorio Al Vomano,80002070672,MEG TRIBUTI S.p.A.,16215731007
Comune di Montorio Nei Frentani,00070150701,PagoPA SpA,15376371009
Comune di Montorio Nei Frentani,00070150701,CREDEMTEL SpA,01378570350
Comune di Montorio Romano,86005370589,PagoPA SpA,15376371009
Comune di Montorio Romano,86005370589,ROMA CAPITALE,02438750586
Comune di Montorio Romano,86005370589,Advanced Systems S.p.A.,03383350638
Comune di Montorio Romano,86005370589,CREDEMTEL SpA,01378570350
Comune di Montoro,02790550640,PagoPA SpA,15376371009
Comune di Montoro,02790550640,Maggioli SPA,06188330150
Comune di Montoro,02790550640,CREDEMTEL SpA,01378570350
Comune di Montoro,02790550640,Sintax s.r.l.,02177970783
Comune di Montorso Vicentino,81000420240,PagoPA SpA,15376371009
Comune di Montorso Vicentino,81000420240,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Montorso Vicentino,81000420240,Maggioli SPA,06188330150
Comune di Montorso Vicentino,81000420240,Regione del Veneto,80007580279
Comune di Montottone,81001050442,PagoPA SpA,15376371009
Comune di Montottone,81001050442,Regione Marche,80008630420
Comune di Montresta,83002350912,PagoPA SpA,15376371009
Comune di Montresta,83002350912,E-Fil S.r.l.,03789750100
Comune di Montu' Beccaria,84000690184,PagoPA SpA,15376371009
Comune di Montu' Beccaria,84000690184,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Montu' Beccaria,84000690184,Poste Italiane S.P.A.,97103880585
Comune di Montu' Beccaria,84000690184,CREDEMTEL SpA,01378570350
Comune di Montu' Beccaria,84000690184,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Montu' Beccaria,84000690184,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Monvalle,00309230126,San Marco SPA,04142440728
Comune di Monvalle,00309230126,PagoPA SpA,15376371009
Comune di Monvalle,00309230126,Regione Lombardia,80050050154
Comune di Monza,02030880153,PagoPA SpA,15376371009
Comune di Monza,02030880153,Maggioli SPA,06188330150
Comune di Monza,02030880153,Regione Lombardia,80050050154
Comune di Monza,02030880153,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Monza,02030880153,Progetti e Soluzioni SPA,06423240727
Comune di Monza,02030880153,Dedagroup Public Services S.R.L.,01727860221
Comune di Monzambano,00159460203,PagoPA SpA,15376371009
Comune di Monzambano,00159460203,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Monzambano,00159460203,CREDEMTEL SpA,01378570350
Comune di Monzambano,00159460203,E-Fil S.r.l.,03789750100
Comune di Monzambano,00159460203,ARCA Servizi s.r.l,09106071005
Comune di Monzuno,00956680375,PagoPA SpA,15376371009
Comune di Monzuno,00956680375,Lepida Spa,02770891204
Comune di Monzuno,00956680375,E-Fil S.r.l.,03789750100
Comune di Morano Calabro,83000670782,Siscom SPA,01778000040
Comune di Morano Calabro,83000670782,PagoPA SpA,15376371009
Comune di Morano Calabro,83000670782,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Morano Sul Po,00451080063,Siscom SPA,01778000040
Comune di Morano Sul Po,00451080063,PagoPA SpA,15376371009
Comune di Morano Sul Po,00451080063,Intesa Sanpaolo SPA,00799960158
Comune di Morano Sul Po,00451080063,Advanced Systems S.p.A.,03383350638
Comune di Moransengo,80005300050,Siscom SPA,01778000040
Comune di Moransengo,80005300050,Regione Piemonte,80087670016
Comune di Moransengo,80005300050,PagoPA SpA,15376371009
Comune di Moraro,80002210310,PagoPA SpA,15376371009
Comune di Moraro,80002210310,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Morazzone,00248270126,PagoPA SpA,15376371009
Comune di Morazzone,00248270126,Maggioli SPA,06188330150
Comune di Morbegno,00098990146,PagoPA SpA,15376371009
Comune di Morbegno,00098990146,BRAV SRL,02818030369
Comune di Morbegno,00098990146,Regione Lombardia,80050050154
Comune di Morbegno,00098990146,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Morbegno,00098990146,Optimia Srls,10893490960
Comune di Morbegno,00098990146,APKAPPA S.R.L.,08543640158
Comune di Morbegno,00098990146,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Morbello,00447460064,Siscom SPA,01778000040
Comune di Morbello,00447460064,PagoPA SpA,15376371009
Comune di Morciano di Leuca,81003870755,PagoPA SpA,15376371009
Comune di Morciano di Leuca,81003870755,Maggioli SPA,06188330150
Comune di Morciano di Leuca,81003870755,Regione Puglia,80017210727
Comune di Morciano di Leuca,81003870755,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Morciano di Leuca,81003870755,Servizi Locali SpA,03170580751
Comune di Morciano di Leuca,81003870755,ANDREANI TRIBUTI srl,01412920439
Comune di Morciano di Leuca,81003870755,Dedagroup Public Services S.R.L.,01727860221
Comune di Morciano di Romagna,00607140407,Maggioli SPA,06188330150
Comune di Morciano di Romagna,00607140407,PagoPA SpA,15376371009
Comune di Morciano di Romagna,00607140407,Lepida Spa,02770891204
Comune di Morciano di Romagna,00607140407,Advanced Systems S.p.A.,03383350638
Comune di Morcone,80004600625,PagoPA SpA,15376371009
Comune di Morcone,80004600625,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Morcone,80004600625,Dedagroup Public Services S.R.L.,01727860221
Comune di Morcone,80004600625,Maggioli SPA,06188330150
Comune di Mordano,01024610378,PagoPA SpA,15376371009
Comune di Mordano,01024610378,Lepida Spa,02770891204
Comune di Mordano,01024610378,Next Step Solution,02554480349
Comune di Mordano,01024610378,Maggioli SPA,06188330150
Comune di Morengo,83001310164,San Marco SPA,04142440728
